sujeto,relacion,objeto
Ormond Mitchell,es_autor_de_la_obra,Mitchell
Barbara Mitchell,es_autor_de_la_obra,W.O
Barbara Mitchell,es_autor_de_la_obra,Mitchell
Barbara Mitchell,es_autor_de_la_obra,W.O
James A. MacKay,es_autor_de_la_obra,Vagabond of Verse
Marshall McLuhan,es_autor_de_la_obra,Letters of Marshall McLuhan
Marshall McLuhan,es_autor_de_la_obra,Letters of Marshall McLuhan
Marjorie May  Anderson,es_autor_de_la_obra,Dropped Threads
Joan Barfoot,es_autor_de_la_obra,Dropped Threads
Lorna Crozier,es_autor_de_la_obra,Dropped Threads
Anne Hart,es_autor_de_la_obra,Dropped Threads
Bonnie Burnard,es_autor_de_la_obra,Dropped Threads
Susan Lightstone,es_autor_de_la_obra,Dropped Threads
Marni Jackson,es_autor_de_la_obra,Dropped Threads
Joan Clark,es_autor_de_la_obra,Dropped Threads
Claudia Casper,es_autor_de_la_obra,Dropped Threads
Janet Bradley,es_autor_de_la_obra,Dropped Threads
Betty Jane Wylie,es_autor_de_la_obra,Dropped Threads
Rosalie Benoit Weaver,es_autor_de_la_obra,Dropped Threads
June Callwood,es_autor_de_la_obra,Dropped Threads
Jacqueline McLeod Rogers,es_autor_de_la_obra,Dropped Threads
Lily Redmond,es_autor_de_la_obra,Dropped Threads
Ilsa James,es_autor_de_la_obra,Dropped Threads
Deborah Schnitzer,es_autor_de_la_obra,Dropped Threads
Miriam Toews,es_autor_de_la_obra,Dropped Threads
Martha Brooks,es_autor_de_la_obra,Dropped Threads
Margaret Shaw-MacKinnon,es_autor_de_la_obra,Dropped Threads
Helen Fogwell Porter,es_autor_de_la_obra,Dropped Threads
Renate A. Schulz,es_autor_de_la_obra,Dropped Threads
Katherine Govier,es_autor_de_la_obra,Dropped Threads
Carol Hussa Harvey,es_autor_de_la_obra,Dropped Threads
Katherine C. H. Gardiner,es_autor_de_la_obra,Dropped Threads
Sandy Frances Duncan,es_autor_de_la_obra,Dropped Threads
Katherine Martens,es_autor_de_la_obra,Dropped Threads
Sharon Carstairs,es_autor_de_la_obra,Dropped Threads
Blanche Howard,es_autor_de_la_obra,Dropped Threads
Anne Giardini,es_autor_de_la_obra,Dropped Threads
Nina Lee Colwill,es_autor_de_la_obra,Dropped Threads
"Wallace, W. Stewart",es_autor_de_la_obra,A dictionary of North American authors deceased before 1950
"Wallace, W. Stewart",es_autor_de_la_obra,A dictionary of North American authors deceased before 1950
Stewart Moore,es_autor_de_la_obra,Over the hill to the Moorehouse
"Anderson, Patrick",es_autor_de_la_obra,Snake wine
George Bowering,es_autor_de_la_obra,Autobiology
George Bowering,es_autor_de_la_obra,Al Purdy
George Bowering,es_autor_de_la_obra,Left hook
George Bowering,es_autor_de_la_obra,A magpie life
George Bowering,es_autor_de_la_obra,How I wrote certain of my books
George Bowering,es_autor_de_la_obra,Pinboy
University of Calgary. Library. Dept. of Rare Books and Special Collections.,es_autor_de_la_obra,A guide to the collections
Josef Škvorecký,es_autor_de_la_obra,Talkin' Moscow blues
Josef Škvorecký,es_autor_de_la_obra,"Buenos Tiempos, Los"
Josef Škvorecký,es_autor_de_la_obra,The Swell Season
Josef Škvorecký,es_autor_de_la_obra,Samožerbuch
Josef Škvorecký,es_autor_de_la_obra,Velká povídka o Americe (1969)
Warren Cariou,es_autor_de_la_obra,Lake of the Prairies
Greg Gatenby,es_autor_de_la_obra,Toronto
Jack Whyte,es_autor_de_la_obra,Jack Whyte
"King, James",es_autor_de_la_obra,Farley
Anne Coleman,es_autor_de_la_obra,I'll tell you a secret
Joanne Saul,es_autor_de_la_obra,Writing the Roaming Subject
Sara Eaton,es_autor_de_la_obra,Lady of the Backwoods
Graham McInnes,es_autor_de_la_obra,Finding a father
Ivan Coyote,es_autor_de_la_obra,Care Of
William Kirby F.R.S.C.,es_autor_de_la_obra,"The knight of Spencer Grange, New Year's Day, 1898"
Brian R. Harrison,es_autor_de_la_obra,Canadian freelance writers
William Weintraub,es_autor_de_la_obra,Getting started
Constantin Stoiciu,es_autor_de_la_obra,Le roman du retour
Constantin Stoiciu,es_autor_de_la_obra,Romanul reîntoarcerii
Pierre Billon,es_autor_de_la_obra,L' ultime alliance
Walter Dawson,es_autor_de_la_obra,The Foundation and the man
Nellie L. McClung,es_autor_de_la_obra,Clearing in the west
Haim-Leib Fuks,es_autor_de_la_obra,Cent ans de litt. yiddish/hébraïque au C
Chaim Leib Fox,es_autor_de_la_obra,Cent ans de litt. yiddish/hébraïque au C
Chaim Leib Fox,es_autor_de_la_obra,100 yor yidishe un hebreyishe liṭeraṭur in Ḳanade
Mary McAlpine,es_autor_de_la_obra,The other side of silence
Horwood,es_autor_de_la_obra,The other side of silence
Parkin,es_autor_de_la_obra,The other side of silence
Louis-H Taché,es_autor_de_la_obra,[ Faucher de St. Maurice
Louis-H Taché,es_autor_de_la_obra,Faucher de St. Maurice
Lawrence O'Toole,es_autor_de_la_obra,Heart's longing
Richard H. Shaw,es_autor_de_la_obra,The worm turns
Richard H. Shaw,es_autor_de_la_obra,Loving enemy
1907?- Anahareo,es_autor_de_la_obra,Devil in deerskins: my life with Grey Owl
Ralph L. Curry,es_autor_de_la_obra,Stephen Leacock
E. Z. Massicotte,es_autor_de_la_obra,Conteurs canadiens-français du xixe siècle
E. Z. Massicotte,es_autor_de_la_obra,Conteurs canadiens-français du xixe siècle
Lawrence J. Burpee,es_autor_de_la_obra,Canadian novels and novelists
Lawrence J. Burpee,es_autor_de_la_obra,A little book of Canadian essays
Christopher Barker,es_autor_de_la_obra,The arms of the infinite
A. F. Moritz,es_autor_de_la_obra,"Leacock, a biography"
A. F. Moritz,es_autor_de_la_obra,The Oxford illustrated literary guide to Canada
A. F. Moritz,es_autor_de_la_obra,Stephen Leacock
A. F. Moritz,es_autor_de_la_obra,Leacock
Theresa A. Moritz,es_autor_de_la_obra,"Leacock, a biography"
Keith Garebian,es_autor_de_la_obra,Pain
Keith Garebian,es_autor_de_la_obra,Reservoir of Ancestors
Carol Martin,es_autor_de_la_obra,Canadian nomads
Carol Martin,es_autor_de_la_obra,Local colour
"Nichol, B. P.",es_autor_de_la_obra,Selected organs
Ed Jewinski,es_autor_de_la_obra,Michael Ondaatje
Barbara Greenwood,es_autor_de_la_obra,Canscaip Companion
Barbara Greenwood,es_autor_de_la_obra,Behind the story
Barbara Greenwood,es_autor_de_la_obra,"Presenting children's authors, illustrators, and performers"
Barbara Greenwood,es_autor_de_la_obra,The CANSCAIP companion
Elfreida Read,es_autor_de_la_obra,A Time of Cicadas
Elfreida Read,es_autor_de_la_obra,Congee and peanut-butter
Elfreida Read,es_autor_de_la_obra,Guns and magnolias
Jean Des Gagniers,es_autor_de_la_obra,Monseigneur de Charlevoix
Neil J. Rowe,es_autor_de_la_obra,History notes of a Hogtown hustler
Anna Porter,es_autor_de_la_obra,In Other Words
Nancy Rootland,es_autor_de_la_obra,"Anne's world, Maud's world"
Robyn Maynard,es_autor_de_la_obra,Rehearsals for Living
Leanne Simpson,es_autor_de_la_obra,Rehearsals for Living
Ruth Wilson Gilmore,es_autor_de_la_obra,Rehearsals for Living
Catherine Astolfo,es_autor_de_la_obra,The bridgeman
Antonio D'Alfonso,es_autor_de_la_obra,Duologue
Antonio D'Alfonso,es_autor_de_la_obra,In italics
Pasquale Verdicchio,es_autor_de_la_obra,Duologue
C. Elizabeth,es_autor_de_la_obra,Absolute obsession
Nellie L. McClung,es_autor_de_la_obra,"Nellie McClung, the complete autobiography"
Nellie L. McClung,es_autor_de_la_obra,The stream runs fast
Irving Layton,es_autor_de_la_obra,Wild gooseberries
Joel Yanofsky,es_autor_de_la_obra,Mordecai and Me
Joel Yanofsky,es_autor_de_la_obra,Bad animals
George Sipos,es_autor_de_la_obra,The Geography of Arrival
Hartwig Isernhagen,es_autor_de_la_obra,"Momaday, Vizenor, Armstrong"
Nick Bantock,es_autor_de_la_obra,The artful dodger
Rosmarin Heidenreich,es_autor_de_la_obra,Literary Impostors
-,es_autor_de_la_obra,The writers directory
Claude Pelletier,es_autor_de_la_obra,Ecrivains canadiens-anglais
Claude Pelletier,es_autor_de_la_obra,Ecrivains anglo-québécois
Richard Foisy,es_autor_de_la_obra,Casoars  (Les)
Basil Johnston,es_autor_de_la_obra,Crazy Dave
Robert Edison Sandiford,es_autor_de_la_obra,Sand for Snow
William Deverell,es_autor_de_la_obra,The laughing falcon
Keith Maillard,es_autor_de_la_obra,Fatherless
Valerie Haig-Brown,es_autor_de_la_obra,Deep currents
Laurence Ricou,es_autor_de_la_obra,The Arbutus/Madrone files
Ray Robertson,es_autor_de_la_obra,Why Not?
Michael V. Smith,es_autor_de_la_obra,My body is yours
Marilyn S. Greenwald,es_autor_de_la_obra,The secret of the Hardy boys
Ian Brown,es_autor_de_la_obra,Sixty
Robert J. Wiersema,es_autor_de_la_obra,Walk Like a Man
Patrick Lane,es_autor_de_la_obra,Addicted
Tom Bissell,es_autor_de_la_obra,Addicted
Cecil Foster,es_autor_de_la_obra,Island Wings
Laurie Carter,es_autor_de_la_obra,Emily Carr's B. C.
Fredelle Bruser Maynard,es_autor_de_la_obra,The tree of life
Carol Fairbanks,es_autor_de_la_obra,Prairie women
Sondra Gotlieb,es_autor_de_la_obra,"When I rises up, I gets confused!"
Sondra Gotlieb,es_autor_de_la_obra,"Dogs, houses, gardens, food & other addictions"
Malcolm Lowry,es_autor_de_la_obra,Sursum Corda!
Malcolm Lowry,es_autor_de_la_obra,"Sursum Corda!: The Collected Letters of Malcolm Lowry, Volume II"
Malcolm Lowry,es_autor_de_la_obra,"The letters of Malcolm Lowry and Gerald Noxon, 1940-1952"
Kim Echlin,es_autor_de_la_obra,Elizabeth Smart
David Harry Walker,es_autor_de_la_obra,"Lean, wind lean"
Rita Moir,es_autor_de_la_obra,The windshift line
Jennifer David,es_autor_de_la_obra,Story Keepers
Enid Mallory,es_autor_de_la_obra,Robert Service
Nicholas J. Mount,es_autor_de_la_obra,When Canadian literature moved to New York
Heinz Kloss,es_autor_de_la_obra,Ahornblätter
Eugene Benson,es_autor_de_la_obra,The Oxford companion to Canadian literature
Catherine Bancroft,es_autor_de_la_obra,Outside of ordinary
Irma McDonough,es_autor_de_la_obra,Profiles
Irma McDonough,es_autor_de_la_obra,Profiles 2
Irma McDonough,es_autor_de_la_obra,Profiles
Priscilla Galloway,es_autor_de_la_obra,Too young to fight
Oskiniko Larry Loyie,es_autor_de_la_obra,As long as the rivers flow
Oskiniko Larry Loyie,es_autor_de_la_obra,As long as the rivers flow
Constance Brissenden,es_autor_de_la_obra,As long as the rivers flow
Constance Brissenden,es_autor_de_la_obra,As Long As the Rivers Flow
Larry Loyie,es_autor_de_la_obra,As long as the rivers flow
Larry Loyie,es_autor_de_la_obra,As Long As the Rivers Flow
Michelle Berry,es_autor_de_la_obra,The notebooks
Michelle Berry,es_autor_de_la_obra,Passages
Natalee Caple,es_autor_de_la_obra,The notebooks
Padma Viswanathan,es_autor_de_la_obra,The toss of a lemon
Guy Sylvestre,es_autor_de_la_obra,Canadian writers
Roddy Doyle,es_autor_de_la_obra,Cigar Box Banjo A Life In Music And Words
Michel Erman,es_autor_de_la_obra,Anthologie critique--littérature canadienne-française et québécoise
W. H. New,es_autor_de_la_obra,"Canadian writers, 1890-1920"
W. H. New,es_autor_de_la_obra,A Political art
W. H. New,es_autor_de_la_obra,"Canadian writers, 1920-1959. First series"
W. H. New,es_autor_de_la_obra,Encyclopedia of literature in Canada
W. H. New,es_autor_de_la_obra,Canadian writers since 1960
Alan Twigg,es_autor_de_la_obra,For openers
Alan Twigg,es_autor_de_la_obra,Hubert Evans
Alan Twigg,es_autor_de_la_obra,Aboriginality
Alan Twigg,es_autor_de_la_obra,Strong voices
Alan Twigg,es_autor_de_la_obra,Twigg's directory of 1001 BC writers
Alan Twigg,es_autor_de_la_obra,Vancouver and its writers
"Duffy, Dennis",es_autor_de_la_obra,"Gardens, covenants, exiles"
Joyce Barkhouse,es_autor_de_la_obra,A name for himself
Thomas Chandler Haliburton,es_autor_de_la_obra,The letters of Thomas Chandler Haliburton
Bruce Meyer,es_autor_de_la_obra,In their words
Bruce Meyer,es_autor_de_la_obra,Lives & works
Brian O'Riordan,es_autor_de_la_obra,In their words
Brian O'Riordan,es_autor_de_la_obra,Lives & works
Joe Rosenblatt,es_autor_de_la_obra,Top soil
Frederick Philip Grove,es_autor_de_la_obra,The letters of Frederick Philip Grove
Frederick Philip Grove,es_autor_de_la_obra,Felix Paul Greve--André Gide
Andrew Garrod,es_autor_de_la_obra,Speaking for myself
Allison Mitcham,es_autor_de_la_obra,The northern imagination
Allison Mitcham,es_autor_de_la_obra,Grey Owl's favorite wilderness revisited
Joseph Jay Jones,es_autor_de_la_obra,Canadian fiction
Joseph Jay Jones,es_autor_de_la_obra,Authors and areas of Canada
Marilynn J. Rudi,es_autor_de_la_obra,Atlantic Canadian literature in English
Cynthia Sugars,es_autor_de_la_obra,Oxford Handbook of Canadian Literature
Joan Givner,es_autor_de_la_obra,Mazo de la Roche
Joan Givner,es_autor_de_la_obra,The self-portrait of a literary biographer
Joan Givner,es_autor_de_la_obra,Mazo de la Roche
Joan Givner,es_autor_de_la_obra,The self-portrait of a literary biographer
Thomas H. Raddall Symposium (5th 1996 Acadia University),es_autor_de_la_obra,The Haliburton bi-centenary chaplet
Stuart Ross,es_autor_de_la_obra,Confessions of a small-press racketeer
Stuart Ross,es_autor_de_la_obra,Confessions of a small-press racketeer
Stuart  Ross,es_autor_de_la_obra,Confessions of a small-press racketeer
Kenneth Radu,es_autor_de_la_obra,Butterfly in Amber
Alan Bradley,es_autor_de_la_obra,The Shoebox Bible
Andrew Foley,es_autor_de_la_obra,Comic Talks!
Laurie Kruk,es_autor_de_la_obra,The voice is the story
Joan Haggerty,es_autor_de_la_obra,The invitation
Mabel MacPhail Pillar,es_autor_de_la_obra,Aunt Peggy from Loch Bras d'Or
Alec Lucas,es_autor_de_la_obra,The Otonabee school
Boris Celovsky,es_autor_de_la_obra,Kopiník svobody
Robert Thomas Allen,es_autor_de_la_obra,My childhood and yours
Edna Staebler,es_autor_de_la_obra,Must Write
Wilbert A. Crawford,es_autor_de_la_obra,Purring is my business
"Jones, Ted",es_autor_de_la_obra,All the days of his life
"Tremblay, Michel",es_autor_de_la_obra,Pièces à conviction
Ronald Sutherland,es_autor_de_la_obra,The Massawippi Monster and other friends of mine
Richard Rohmer,es_autor_de_la_obra,Generally speaking
Barbara Dunlop,es_autor_de_la_obra,Forever Jake
Charles T. Laugher,es_autor_de_la_obra,Atlantic Province authors of the twentieth century
Charles T. Laugher,es_autor_de_la_obra,Atlantic Province authors of the twentieth century
Stuart Trueman,es_autor_de_la_obra,Don't let them smell the lobsters cooking
Lorris Elliott,es_autor_de_la_obra,Literary writing by Blacks in Canada
M. A. Macpherson,es_autor_de_la_obra,Nellie McClung
Annie H. Foster,es_autor_de_la_obra,The Mohawk princess
"Sutherland, John",es_autor_de_la_obra,"The letters of John Sutherland, 1942-1956"
Marcus Van Steen,es_autor_de_la_obra,"Pauline Johnson, her life and work"
Alvin A. Lee,es_autor_de_la_obra,James Reaney
Lynn Crosbie,es_autor_de_la_obra,Contextualizing Anne Sexton
Lynn Crosbie,es_autor_de_la_obra,Dorothy L'Amour
Lynn Crosbie,es_autor_de_la_obra,I Eat Your Flesh
Lynn Crosbie,es_autor_de_la_obra,Liar
Lynn Crosbie,es_autor_de_la_obra,Look homeward angel [and] The honeymoon killers
Lynn Crosbie,es_autor_de_la_obra,Missing Children
Lynn Crosbie,es_autor_de_la_obra,Miss Pamela's Mercy
Lynn Crosbie,es_autor_de_la_obra,Paul's Case
Lynn Crosbie,es_autor_de_la_obra,Pearl
Lynn Crosbie,es_autor_de_la_obra,True Confessions
Lynn Crosbie,es_autor_de_la_obra,VillainElle
Lynn Crosbie,es_autor_de_la_obra,Life Is About Losing Everything
Sam Tata,es_autor_de_la_obra,Portraits of Canadian Writers
Terence Byrnes,es_autor_de_la_obra,Closer to home
Marjorie Anderson,es_autor_de_la_obra,Beyond the Small Circle Dropped Threads 3
Leslie McFarlane,es_autor_de_la_obra,A kid in Haileybury
Charlotte Gray,es_autor_de_la_obra,Nellie McClung
Constance Rooke,es_autor_de_la_obra,Writing Life
Constance Rooke,es_autor_de_la_obra,Writing away
Constance Rooke,es_autor_de_la_obra,Writing home
Elizabeth Haynes,es_autor_de_la_obra,"Speak Mandarin, not dialect"
Hazel G Morse,es_autor_de_la_obra,Acadia authors
Denise Bombardier,es_autor_de_la_obra,Tremblement de cœur
Alice Van Wart,es_autor_de_la_obra,Elizabeth's Garden
Al Voth,es_autor_de_la_obra,Mandatory Reload
Michael A. Peterman,es_autor_de_la_obra,Sisters in two worlds
Michael A. Peterman,es_autor_de_la_obra,Susanna Moodie
Ontario Library Association.,es_autor_de_la_obra,Canadian biographies
Patrick Toner,es_autor_de_la_obra,If I could turn and meet myself
Charles Foran,es_autor_de_la_obra,The story of my life (so far)
Charles Foran,es_autor_de_la_obra,Mordecai
Edo Van Belkom,es_autor_de_la_obra,Northern dreamers
Val Ross,es_autor_de_la_obra,Robertson Davies
Christian Riegel,es_autor_de_la_obra,Twenty-First Century Canadian Writers
Jessie Louise Beattie,es_autor_de_la_obra,A season past
Jessie Louise Beattie,es_autor_de_la_obra,A walk through yesterday
Jessie Louise Beattie,es_autor_de_la_obra,William Arthur Deacon
Jessie Louise Beattie,es_autor_de_la_obra,Along the road
Sky Gilbert,es_autor_de_la_obra,Ejaculations from the charm factory
Canada. Statistics Canada. Fine Arts and Media Section.,es_autor_de_la_obra,"Literary and journalistic awards in Canada, 1923-1973 ="
Irene Gordon,es_autor_de_la_obra,Grey Owl
J. R. Tim Struthers,es_autor_de_la_obra,The Montreal Story Tellers
Jean François de Raymond,es_autor_de_la_obra,Diplomates écrivains du Canada
Richard A. Davies,es_autor_de_la_obra,Inventing Sam Slick
Steven Owad,es_autor_de_la_obra,Bodycheck
Fred T. Flahiff,es_autor_de_la_obra,Always Someone To Kill The Doves
Heather Kissock,es_autor_de_la_obra,Robert Munsch
Heather Kissock,es_autor_de_la_obra,Robert Munsch
Edgar House,es_autor_de_la_obra,Light at last
Joyce C. Barkhouse,es_autor_de_la_obra,A name for himself
Elaine Kaufman-Naves,es_autor_de_la_obra,Writers of Montreal
Wacław Iwaniuk,es_autor_de_la_obra,Trzy spotkania
Audrey McClellan,es_autor_de_la_obra,Magic Carpet Ride
Susan Musgrave,es_autor_de_la_obra,Musgrave landing
K. P. Stich,es_autor_de_la_obra,The Duncan Campbell Scott Symposium
G. Brender a Brandis,es_autor_de_la_obra,Frontiers And Sanctuaries
Jim Devlin,es_autor_de_la_obra,In Every Style of Passion
John Robert Colombo,es_autor_de_la_obra,Quasibook edition of the Writer's map of Canada
John Robert Colombo,es_autor_de_la_obra,Writer's map of Ontario
John Robert Colombo,es_autor_de_la_obra,Canadian literary landmarks
Helen Dacey Wilson,es_autor_de_la_obra,More tales from Barrett's Landing
Antoine Charles von Guttenberg,es_autor_de_la_obra,Early Canadian art and literature
William Inglis Morse,es_autor_de_la_obra,"Bliss Carman, bibliography"
Harold Rhenisch,es_autor_de_la_obra,Tom Thomson's shack
Rose Fine-Meyer,es_autor_de_la_obra,The 10 greatest Canadian female trailblazers
Romy Sara Shiller,es_autor_de_la_obra,You never know
Ruth Oltmann,es_autor_de_la_obra,Ruthie's trails
Douglas R. Mah,es_autor_de_la_obra,The law of the written word
EUDORA ALETTA,es_autor_de_la_obra,WIND OF CHANGE
Hashemi Mohammad,es_autor_de_la_obra,Famous Canadian authors
"Royer, Jean",es_autor_de_la_obra,Écrivains contemporains
Margaret A. Banks,es_autor_de_la_obra,"Sir John George Bourinot, Victorian Canadian"
Lloyd Ratzlaff,es_autor_de_la_obra,Bindy's Moon
Mike Toth,es_autor_de_la_obra,Birth to millennium
Bruce Meyer,es_autor_de_la_obra,Portraits of Canadian Writers
Karen E. Black,es_autor_de_la_obra,Feeling for the air
Karen E. Black,es_autor_de_la_obra,From the Chrysalis
Ian Ross Robertson,es_autor_de_la_obra,Sir Andrew Macphail
Gordon Wagner,es_autor_de_la_obra,From my window
Victor Carl Friesen,es_autor_de_la_obra,Forever home
Norma Eloise West Linder,es_autor_de_la_obra,Morels and maple syrup
George H. Szanto,es_autor_de_la_obra,Bog tender
Léonard Rosmarin,es_autor_de_la_obra,Getting enough
"Godbout, Jacques",es_autor_de_la_obra,Le tour du jardin
Sanja Lovrenčić,es_autor_de_la_obra,Kanadske knjige i kanadski pisci u Hrvatskoj
Alberto Manguel,es_autor_de_la_obra,Conversations avec un ami
Jim Lotz,es_autor_de_la_obra,Sharing the journey
Elizabeth W. Brewster,es_autor_de_la_obra,Away from home
Elizabeth W. Brewster,es_autor_de_la_obra,The invention of truth
Shelley A. Leedahl,es_autor_de_la_obra,I wasn't always like this
Tim Bowling,es_autor_de_la_obra,In the suicide's library
Deirdre Kessler,es_autor_de_la_obra,Mother country
Deirdre Kessler,es_autor_de_la_obra,Green Gables
Louis Dantin,es_autor_de_la_obra,La correspondance entre Louis Dantin et Alfred DesRochers
Tongfu Wang,es_autor_de_la_obra,Jianada wen xue ci dian
Yiqun Wang,es_autor_de_la_obra,Jianada wen xue ci dian
Deming Cao,es_autor_de_la_obra,Jianada wen xue ci dian
Writers' Development Trust. British Columbia Work Group,es_autor_de_la_obra,The North/native peoples
Linda Leith,es_autor_de_la_obra,Écrire au temps du nationalisme
Linda Leith,es_autor_de_la_obra,Writing in the Time of Nationalism
Ralph Elawani,es_autor_de_la_obra,C'est complet au royaume des morts
Kenneth McGoogan,es_autor_de_la_obra,50 Canadians who changed the world
Kenneth McGoogan,es_autor_de_la_obra,Canada's undeclared war
Tara Quinn,es_autor_de_la_obra,The new Brick reader
Chelsea Donaldson,es_autor_de_la_obra,Robert Munsch
Souvankham Thammavongsa,es_autor_de_la_obra,Light
Barbara Stefanie Giehmann,es_autor_de_la_obra,Writing the northland
"Rowe, Michael",es_autor_de_la_obra,Writing below the belt
Ludwig Deringer,es_autor_de_la_obra,Das Bild des Pazifischen Nordwestens
Roseline Tremblay,es_autor_de_la_obra,L' écrivain imaginaire
"Montréal, Université de.  École de Bibliothécaires.",es_autor_de_la_obra,[Bibliographies d'auteurs canadiens d'expression française
Rémi Tremblay,es_autor_de_la_obra,Benjamin Sulte
Pat Krause,es_autor_de_la_obra,Acts of love
Miriam Waddington,es_autor_de_la_obra,Apartment seven
Miriam Waddington,es_autor_de_la_obra,Apartment seven
Louis-Philippe Létourneau,es_autor_de_la_obra,Ma vallée retrouvée
Thuong Vuong-Riddick,es_autor_de_la_obra,The evergreen country
Alberta Chamberlain Lawrence,es_autor_de_la_obra,Who's who Among North American Authors
Thomas Chandler Haliburton Symposium (1984 University of Ottawa),es_autor_de_la_obra,The Thomas Chandler Haliburton Symposium
Thomas Chandler Haliburton Symposium (1984 University of Ottawa),es_autor_de_la_obra,The Thomas Chandler Haliburton Symposium
Duncan Campbell Scott Symposium (1979,es_autor_de_la_obra,The Duncan Campbell Scott Symposium
Stewart Moore,es_autor_de_la_obra,Over the hill to the Moorehouse
"Clarke, Austin C",es_autor_de_la_obra,Growing up stupid under the Union Jack
Heather Davidson,es_autor_de_la_obra,CBC radio broadcaster Norman Creighton
Howard Dundas,es_autor_de_la_obra,Wrinkled arrows
Stella Mazur Preda,es_autor_de_la_obra,Butterfly dreams
A. B. McKillop,es_autor_de_la_obra,Pierre Berton
Steve Thompson,es_autor_de_la_obra,Doesn't that hurt the cow's back?
Canada. Secretary of State for Multiculturalism.,es_autor_de_la_obra,Hispanic writers in Canada
S. L. Eaton,es_autor_de_la_obra,Lady of the backwoods
Playwrights Union of Canada.,es_autor_de_la_obra,Who's who in the Playwrights Union of Canada
"O'Flaherty, Patrick Augustine",es_autor_de_la_obra,The rock observed
Ed Jewinski,es_autor_de_la_obra,Michael Ondaatje
Anne M. Maclean,es_autor_de_la_obra,The acquisition of literary papers in Canada
Carol L. Hancock,es_autor_de_la_obra,No Small Legacy
Rudy Henry Wiebe,es_autor_de_la_obra,Of this earth
Rudy Henry Wiebe,es_autor_de_la_obra,Of This Earth
Rudy Henry Wiebe,es_autor_de_la_obra,River of stone
Kim A. Echlin,es_autor_de_la_obra,Elizabeth Smart
Susan Musgrave,es_autor_de_la_obra,You're in Canada now..
Daniel Mativat,es_autor_de_la_obra,Le métier d'écrivain au Québec
[name missing],es_autor_de_la_obra,Roots and wings
Betty N. Kjearsgaard,es_autor_de_la_obra,The way it was
Jack Gelman,es_autor_de_la_obra,"One year at a time, plus"
Jack Hambling,es_autor_de_la_obra,The second time around
Gladys Munnings,es_autor_de_la_obra,Arts in Canada
Douglas Valentine Le Pan,es_autor_de_la_obra,Bright glass of memory
"Best, Carrie, M.",es_autor_de_la_obra,That lonesome road
George Bowering,es_autor_de_la_obra,Baseball love
George Bowering,es_autor_de_la_obra,Left hook
Playwrights Union of Canada.,es_autor_de_la_obra,"Who's who in the Playwrights Union of Canada, 1997-1999"
Playwrights Union of Canada.,es_autor_de_la_obra,Who's who in the Writers' Union of Canada
Clive Doucet,es_autor_de_la_obra,My grandfather's Cape Breton
Elsie May Pomeroy,es_autor_de_la_obra,Sir Charles G. D. Roberts
David T. Suzuki,es_autor_de_la_obra,Ma vie
David T. Suzuki,es_autor_de_la_obra,David Suzuki
F. T. Flahiff,es_autor_de_la_obra,Always someone to kill the doves
Colloquium on Atlantic Provinces Literature. University of New Brunswick. (1976),es_autor_de_la_obra,Atlantic provinces literature colloquium papers = Communications du colloque sur la litterature des provinces atlantiques
"McClung, Nellie Letitia (Mooney), 1873-1951.",es_autor_de_la_obra,The stream runs fast
Lloyd J. Melanson,es_autor_de_la_obra,Thirty-four Atlantic provinces authors =
Lloyd J. Melanson,es_autor_de_la_obra,Thirty-four Atlantic Provinces authors
Austin Clarke,es_autor_de_la_obra,Growing up stupid under the Union Jack
Metta Edith Honey,es_autor_de_la_obra,A bibliography of periodical material on the writers of belles-lettres included in A Canadian book of prose and verse
Heather Davidson,es_autor_de_la_obra,CBC radio broadcaster Norman Creighton
Robert A. Tweedie,es_autor_de_la_obra,Novels and novocaine
Robert A. Tweedie,es_autor_de_la_obra,On with the dance
Muriel E. Newton-White,es_autor_de_la_obra,The cold wind in the winter
Kenneth Oppel,es_autor_de_la_obra,Dungeon master
Margrith Schraner,es_autor_de_la_obra,The reluctant author
Earle Birney,es_autor_de_la_obra,The writer and the Canadian university
Nikki Basuk,es_autor_de_la_obra,Gone west
André Vanasse,es_autor_de_la_obra,Gabrielle Roy
Pete McGarvey,es_autor_de_la_obra,The Old Brewery Bay
Veronica Jane Strong-Boag,es_autor_de_la_obra,Paddling her own canoe
Michel Muir,es_autor_de_la_obra,Ma mémoire jusqu'à tes lèvres
Faith G. Norris,es_autor_de_la_obra,Dreamer in five lands
Stella Algoo-Baksh,es_autor_de_la_obra,Austin C. Clarke
Stella Algoo-Baksh,es_autor_de_la_obra,Austin C. Clarke and his works
Ye Xiong,es_autor_de_la_obra,Ye Jiaying zhuan
Ye Xiong,es_autor_de_la_obra,Qian chun you dai fa hua zi
Jeff Latosik,es_autor_de_la_obra,"Tiny, frantic, stronger"
M. Laurel Buck,es_autor_de_la_obra,Home is where the heart is
Louis Paul Béguin,es_autor_de_la_obra,Parcours parallèles
Chia-ying Yeh,es_autor_de_la_obra,Hong qu liu meng
Chia-ying Yeh,es_autor_de_la_obra,Hong ye liu meng
Chia-ying Yeh,es_autor_de_la_obra,红蕖留梦
Doris Hillis,es_autor_de_la_obra,Plainspeaking
Doris Hillis,es_autor_de_la_obra,Voices & visions
Keith Garebian,es_autor_de_la_obra,Samson's hair and other satiric fantasies
Judy Powell,es_autor_de_la_obra,Hot chocolat
