Obra,Relación,Fecha de Publicación
Homenaje a Fernando Alegría,fue_publicado_en,1972-01-01 00:00:00
Homenaje a Mario Vargas Llosa,fue_publicado_en,1972-01-01 00:00:00
Homeraje a Alejo Carpentier,fue_publicado_en,1970-01-01 00:00:00
Los personajes de Sabato,fue_publicado_en,1972-01-01 00:00:00
Homenaje a Juan Rulfo,fue_publicado_en,1974-01-01 00:00:00
Homenaje a Juan Carlos Onetti,fue_publicado_en,1974-01-01 00:00:00
Homenaje a Alejo Carpentier variaciones interpretativas en torno a su obra,fue_publicado_en,1970-01-01 00:00:00
Perspectivas de nueva narrativa hispanoamericana,fue_publicado_en,1973-01-01 00:00:00
Breve Historia del Che Guevara,fue_publicado_en,2008-01-01 00:00:00
Mario Benedetti,fue_publicado_en,2008-01-01 00:00:00
"Anibal, enemigo de Roma",fue_publicado_en,2008-01-01 00:00:00
Miguel Angel Asturias,fue_publicado_en,2008-01-01 00:00:00
Objetivo: Cazar al lobo,fue_publicado_en,2008-01-01 00:00:00
Fabulosas criaturas de la mitologia clasica (Joyas de la mitologia),fue_publicado_en,2008-01-01 00:00:00
Objetivo,fue_publicado_en,2010-01-01 00:00:00
Camarada Incomodo,fue_publicado_en,2014-01-01 00:00:00
Siniestra Triple A,fue_publicado_en,2015-01-01 00:00:00
Los Hijos de Robespierre : Francia,fue_publicado_en,2014-01-01 00:00:00
"Aníbal, enemigo de Roma",fue_publicado_en,2007-01-01 00:00:00
Anibal,fue_publicado_en,2014-01-01 00:00:00
Los Libros No Fueron Siempre Asi / Books Weren't Always Like This (Las Cosas No Fueron Siempre Asi / Things Were Not Always This Way),fue_publicado_en,2006-04-01 00:00:00
El Señor Presidente,fue_publicado_en,1948-01-01 00:00:00
Hombres De Maiz / Men of Maize (Biblioteca De Autor / Author Library),fue_publicado_en,1949-01-01 00:00:00
Viento fuerte,fue_publicado_en,1950-01-01 00:00:00
El papa verde,fue_publicado_en,1954-01-01 00:00:00
Leyendas de Guatemala,fue_publicado_en,1930-01-01 00:00:00
Week-end en Guatemala,fue_publicado_en,1956-01-01 00:00:00
Mulata de tal,fue_publicado_en,1963-01-01 00:00:00
Obras completas,fue_publicado_en,1967-01-01 00:00:00
Torotumbo,fue_publicado_en,1967-01-01 00:00:00
Ojos de los enterrados,fue_publicado_en,1973-01-01 00:00:00
El espejo de Lida Sal,fue_publicado_en,1967-01-01 00:00:00
El alhajadito,fue_publicado_en,1956-01-01 00:00:00
Los ojos de los enterrados,fue_publicado_en,1960-01-01 00:00:00
Mulata de Tal,fue_publicado_en,2001-07-01 00:00:00
Paris 1924-1933,fue_publicado_en,1988-01-01 00:00:00
Viernes de dolores,fue_publicado_en,1972-01-01 00:00:00
Teatro,fue_publicado_en,1964-01-01 00:00:00
Comiendo en Hungría,fue_publicado_en,1969-01-01 00:00:00
Maladrón,fue_publicado_en,1974-01-01 00:00:00
Hombre de Maíz,fue_publicado_en,2001-01-01 00:00:00
El Hombre Que Lo Tenia Todo Todo Todo (Tres Edades),fue_publicado_en,2001-01-01 00:00:00
Lo mejor de mi obra,fue_publicado_en,1973-01-01 00:00:00
Maladron,fue_publicado_en,1969-01-01 00:00:00
Bolívar,fue_publicado_en,1955-01-01 00:00:00
Obras escogidas,fue_publicado_en,1955-01-01 00:00:00
Los ajos de los enterrados,fue_publicado_en,1967-01-01 00:00:00
Tres obras,fue_publicado_en,1977-01-01 00:00:00
Guatemalan sociology,fue_publicado_en,1977-01-01 00:00:00
El árbol de la cruz,fue_publicado_en,1993-01-01 00:00:00
"América, fábula de fábulas y otros ensayos",fue_publicado_en,1972-01-01 00:00:00
Leyendas de Guatemala - 112 -,fue_publicado_en,1995-04-01 00:00:00
Leyendas de Guatemala/ Legends of Guatemala (Biblioteca De Autor),fue_publicado_en,2005-06-30 00:00:00
"Teatro: Chantaje, Dique seco, Soluna, La Audiencia de los Confines",fue_publicado_en,1964-01-01 00:00:00
Antología de Miguel Angel Asturias,fue_publicado_en,1968-01-01 00:00:00
Clarivigilia primaveral,fue_publicado_en,1965-01-01 00:00:00
Latinoamérica y otros ensayos,fue_publicado_en,1968-01-01 00:00:00
Leyendas y poemas,fue_publicado_en,1981-01-01 00:00:00
Los cuentos del Cuyito,fue_publicado_en,2000-01-01 00:00:00
Hombres de maíz,fue_publicado_en,1991-01-01 00:00:00
"Los Dioses, los héroes y los hombres de Guatemala antigua, o, El libro del consejo, Popol-vuh de los indios quichés",fue_publicado_en,1927-01-01 00:00:00
Novelas y cuentos de juventud,fue_publicado_en,1971-01-01 00:00:00
Latino America y otros ensayos,fue_publicado_en,1968-01-01 00:00:00
Actos de Fe En Guatemala,fue_publicado_en,1980-01-01 00:00:00
Aspasia de Mileto,fue_publicado_en,1994-01-01 00:00:00
Edición crítica de las obras completas de Miguel Angel Asturias,fue_publicado_en,1900-01-01 00:00:00
Juan Girador,fue_publicado_en,1964-01-01 00:00:00
Mi mejor obra,fue_publicado_en,1973-01-01 00:00:00
El señor presidente,fue_publicado_en,1982-01-01 00:00:00
"América, fabula de fabulas",fue_publicado_en,1972-01-01 00:00:00
Carta aérea a mis amigos de América,fue_publicado_en,1952-01-01 00:00:00
Clariviglia primaveral,fue_publicado_en,1967-01-01 00:00:00
Cuentos y Leyendas (Fuentes y Estudios de Historia de Asturias),fue_publicado_en,2000-11-01 00:00:00
Edicion critica de las obras completas de Miguel Angel Asturias,fue_publicado_en,1977-01-01 00:00:00
Ejercicios poéticos en forma de soneto sobre temas de Horacio,fue_publicado_en,1951-01-01 00:00:00
El novelista en la universidad,fue_publicado_en,1971-01-01 00:00:00
El problema social del indio y otros textos,fue_publicado_en,1971-01-01 00:00:00
Fragmentos de una correspondencia,fue_publicado_en,2001-01-01 00:00:00
Homenaje a Miguel Angel Asturias,fue_publicado_en,1974-01-01 00:00:00
Juárez,fue_publicado_en,1972-01-01 00:00:00
La arquitectura de la vida nueva,fue_publicado_en,1928-01-01 00:00:00
"Las Casas, el obispo de dios",fue_publicado_en,2007-01-01 00:00:00
Latinoamérica,fue_publicado_en,1970-01-01 00:00:00
Legendes du Guatemala / Leyendas de Guatemala,fue_publicado_en,2005-10-01 00:00:00
Leyendas,fue_publicado_en,1960-01-01 00:00:00
Leyendas De Guatemala (Intemporales),fue_publicado_en,1998-06-01 00:00:00
Maladrón (epopeya de los Andes verdes),fue_publicado_en,1969-01-01 00:00:00
"Miguel Angel Asturias, raíz y destino",fue_publicado_en,1999-01-01 00:00:00
París 1924-1933,fue_publicado_en,1988-01-01 00:00:00
Páginas de lumbre de Miguel Angel Asturias,fue_publicado_en,1999-01-01 00:00:00
Poesía,fue_publicado_en,1949-01-01 00:00:00
Retazos Asturianos,fue_publicado_en,1999-01-01 00:00:00
Rumania,fue_publicado_en,1964-01-01 00:00:00
Sinceridades,fue_publicado_en,1980-01-01 00:00:00
Sociología guatemalteca,fue_publicado_en,2007-01-01 00:00:00
Teatro 1,fue_publicado_en,1964-01-01 00:00:00
Teatro 1 - Miguel Angel Asturias,fue_publicado_en,2000-11-01 00:00:00
Tres de cuatro soles (edición crítica),fue_publicado_en,1977-01-01 00:00:00
"Viajes, ensayos y fantasías",fue_publicado_en,1981-01-01 00:00:00
"Viajes, ensayos y fantasiás",fue_publicado_en,1981-01-01 00:00:00
Leyendas de Guatemala/Guatemala Legends,fue_publicado_en,2002-06-30 00:00:00
Leyendas De Guatemala,fue_publicado_en,1998-12-31 00:00:00
"America, fabula de fabulas y otros ensayos",fue_publicado_en,1972-01-01 00:00:00
Tres de cuatro soles,fue_publicado_en,1977-01-01 00:00:00
Poesía precolombina,fue_publicado_en,1960-01-01 00:00:00
Sien de alondra,fue_publicado_en,1949-01-01 00:00:00
Cuentos y leyendas,fue_publicado_en,2000-01-01 00:00:00
Las Casas: el Obispo de Dios,fue_publicado_en,2007-01-01 00:00:00
"Viajes, ensayos y fantasi as",fue_publicado_en,1981-01-01 00:00:00
La audiencia de los confines,fue_publicado_en,1957-01-01 00:00:00
Poesía precolombiana,fue_publicado_en,1968-01-01 00:00:00
Antología poética,fue_publicado_en,2003-01-01 00:00:00
Páginas de lumbre de Miguel Angel Asturias,fue_publicado_en,2014-01-01 00:00:00
Señor Presidente,fue_publicado_en,2022-01-01 00:00:00
El Libro del consejo,fue_publicado_en,1939-01-01 00:00:00
Maladrón,fue_publicado_en,2015-01-01 00:00:00
El libro del consejo,fue_publicado_en,2000-01-01 00:00:00
Clarivigilia primaveral.--,fue_publicado_en,1965-01-01 00:00:00
Cartas de amor,fue_publicado_en,1989-01-01 00:00:00
Hombres de maíz. --,fue_publicado_en,1968-01-01 00:00:00
"Popol-vuh, o, Libro del consejo de los indios Quichés",fue_publicado_en,1983-01-01 00:00:00
"El hombre que lo tenía todo, todo, todo",fue_publicado_en,1981-01-01 00:00:00
Novela y novelistas,fue_publicado_en,1973-01-01 00:00:00
Comiendo en Hungría,fue_publicado_en,1969-01-01 00:00:00
LOS OJOS DE LOS ENTERRADOS,fue_publicado_en,1982-01-01 00:00:00
Antología de prosistas guatemaltecos,fue_publicado_en,1958-01-01 00:00:00
Los compañeros,fue_publicado_en,1976-01-01 00:00:00
En el filo,fue_publicado_en,1993-01-01 00:00:00
Las batallas perdidas,fue_publicado_en,1999-01-01 00:00:00
Los muchachos de antes,fue_publicado_en,1996-01-01 00:00:00
Poetas guatemaltecos del siglo XX,fue_publicado_en,2000-01-01 00:00:00
Viaje hacia la noche,fue_publicado_en,2012-01-01 00:00:00
Contrapoder,fue_publicado_en,2004-01-01 00:00:00
El insurrecto solitario,fue_publicado_en,1997-01-01 00:00:00
Muros de luz,fue_publicado_en,1968-01-01 00:00:00
Poesía completa,fue_publicado_en,2010-01-01 00:00:00
Poesía escogida,fue_publicado_en,1998-01-01 00:00:00
Cuentos completos,fue_publicado_en,1999-01-01 00:00:00
Antología personal (1960-2002),fue_publicado_en,2008-01-01 00:00:00
Crónica de los años de fuego,fue_publicado_en,1993-01-01 00:00:00
La derrota,fue_publicado_en,1972-01-01 00:00:00
La estación del crepúsculo,fue_publicado_en,2002-01-01 00:00:00
La siguamonta,fue_publicado_en,1993-01-01 00:00:00
"La voz acumulada, 1960-1963; [poemas]",fue_publicado_en,1964-01-01 00:00:00
Los rollos que quedaron,fue_publicado_en,1997-01-01 00:00:00
Persistencia de la memoria,fue_publicado_en,1992-01-01 00:00:00
Reunión,fue_publicado_en,1992-01-01 00:00:00
Reunion,fue_publicado_en,1992-01-01 00:00:00
Un ciego fuego en el alma,fue_publicado_en,1995-01-01 00:00:00
Pan pa'mi matate,fue_publicado_en,1995-01-01 00:00:00
Festival por la memoria y la justicia,fue_publicado_en,2011-01-01 00:00:00
La vida es sueño,fue_publicado_en,2009-01-01 00:00:00
Diario de un Desahuciado,fue_publicado_en,2015-01-01 00:00:00
Padre de Todos... Padre Nuestro,fue_publicado_en,2015-01-01 00:00:00
Camina Conmigo,fue_publicado_en,2016-01-01 00:00:00
Entre Amigos Subiendo Juntos Al Monte,fue_publicado_en,2014-01-01 00:00:00
Cuarto de Cachivaches,fue_publicado_en,2017-01-01 00:00:00
Fortuny,fue_publicado_en,1994-01-01 00:00:00
Teatro completo,fue_publicado_en,2006-01-01 00:00:00
Reflexiones sobre los canales formales de crédito en Ecuador,fue_publicado_en,1982-01-01 00:00:00
Zacatecas,fue_publicado_en,1995-01-01 00:00:00
Los decimonónicos,fue_publicado_en,1995-01-01 00:00:00
Catálogo de la hemerografía de Zacatecas,fue_publicado_en,2004-01-01 00:00:00
Jesús González Ortega,fue_publicado_en,2013-01-01 00:00:00
"De Amor, Miedo y Otras Perversiones",fue_publicado_en,2016-01-01 00:00:00
Miguel Angel Asturias,fue_publicado_en,1999-01-01 00:00:00
Guatemala capital Miami,fue_publicado_en,2005-01-01 00:00:00
Los 504 días de Ríos Montt,fue_publicado_en,1995-01-01 00:00:00
Miguel Ángel Asturias más que una biografía,fue_publicado_en,1999-01-01 00:00:00
Terremoto 76,fue_publicado_en,1976-01-01 00:00:00
Oswaldo Salazar conversa con Amílcar Dávila,fue_publicado_en,2000-01-01 00:00:00
Por el lado oscuro,fue_publicado_en,2004-01-01 00:00:00
Historia moderna de la etnicidad en Guatemala,fue_publicado_en,1996-01-01 00:00:00
Hombres de papel,fue_publicado_en,2016-01-01 00:00:00
LA,fue_publicado_en,2008-01-01 00:00:00
"Simón Bolívar, el libertador",fue_publicado_en,2000-01-01 00:00:00
"Siguiendo los pasos de Santiago Mariño, el libertador de Oriente (cronología)",fue_publicado_en,2008-01-01 00:00:00
"Siguiendo los pasos de Simón Bolívar, El Libertador",fue_publicado_en,2006-01-01 00:00:00
Siguiendo los pasos de José Antonio Páez,fue_publicado_en,2007-01-01 00:00:00
Siguiendo los pasos de Santiago Mariño,fue_publicado_en,2008-01-01 00:00:00
Runamula,fue_publicado_en,2016-01-01 00:00:00
Siguiendo los pasos de Francisco de Miranda,fue_publicado_en,2009-01-01 00:00:00
Antología del pensamiento crítico salvadoreño contemporáneo,fue_publicado_en,2018-01-01 00:00:00
Biografías,fue_publicado_en,1998-01-01 00:00:00
Biografías 146 escritores nacionales y más,fue_publicado_en,1998-01-01 00:00:00
Mis Insectos Son Angeles,fue_publicado_en,2001-01-01 00:00:00
Treinta años de El Imparcial,fue_publicado_en,1952-01-01 00:00:00
Cantos del véspero,fue_publicado_en,2002-01-01 00:00:00
"Estancias de la montaña, Sierra de las Minas",fue_publicado_en,1942-01-01 00:00:00
Itinerario de otoño,fue_publicado_en,1989-01-01 00:00:00
Ofrenda matinal,fue_publicado_en,1921-01-01 00:00:00
Poemas del verano,fue_publicado_en,1972-01-01 00:00:00
Urnas del tiempo,fue_publicado_en,1956-01-01 00:00:00
El abuso del poder,fue_publicado_en,1986-01-01 00:00:00
Banca y crédito,fue_publicado_en,1988-01-01 00:00:00
La autonomia universitaria,fue_publicado_en,1993-01-01 00:00:00
Ética para todos,fue_publicado_en,2004-01-01 00:00:00
"Libro-centenario, 1835-1935, conmemorativo del aniversario natal del general Justo Rufino Barrios, reformador de Guatemala",fue_publicado_en,1935-01-01 00:00:00
Perfecta Casada (Spanish Edition),fue_publicado_en,2015-01-01 00:00:00
Mapa de México Tenochtitlan y sus contornos hacia 1550,fue_publicado_en,1986-01-01 00:00:00
"Fez, la andaluza",fue_publicado_en,2005-01-01 00:00:00
Treinta años de mi vida,fue_publicado_en,1918-01-01 00:00:00
El despertar del alma,fue_publicado_en,2004-01-01 00:00:00
Fez,fue_publicado_en,1926-01-01 00:00:00
Treinta años de mi vida ..,fue_publicado_en,1920-01-01 00:00:00
La sonrisa de la esfinge,fue_publicado_en,1913-01-01 00:00:00
El encanto de Buenos Aires ..,fue_publicado_en,1914-01-01 00:00:00
El alma japonesa,fue_publicado_en,1920-01-01 00:00:00
La miseria de Madrid,fue_publicado_en,1998-01-01 00:00:00
La Grecia eterna,fue_publicado_en,1920-01-01 00:00:00
Campos de batalla y campos de ruinas,fue_publicado_en,1915-01-01 00:00:00
El Japón heroico y galante,fue_publicado_en,1920-01-01 00:00:00
Jerusalén y la Tierra Santa,fue_publicado_en,1914-01-01 00:00:00
Tres novelas inmorales,fue_publicado_en,1920-01-01 00:00:00
Jerusalén y la Tierra Santa,fue_publicado_en,1900-01-01 00:00:00
Páginas escogidas,fue_publicado_en,1890-01-01 00:00:00
Literatura extranjera,fue_publicado_en,1894-01-01 00:00:00
Whitman y otras crónicas,fue_publicado_en,1950-01-01 00:00:00
Antología de Enrique Gómez Carrillo,fue_publicado_en,2004-01-01 00:00:00
Crónicas,fue_publicado_en,1919-01-01 00:00:00
"De Marsella á Tokio, sensaciones de Egipto, la India, la China y el Japón",fue_publicado_en,1900-01-01 00:00:00
El evangelio del amor (novela),fue_publicado_en,1922-01-01 00:00:00
El Japón heroico y galante,fue_publicado_en,1912-01-01 00:00:00
El modernismo,fue_publicado_en,1914-01-01 00:00:00
El segundo libro de las crónicas,fue_publicado_en,1920-01-01 00:00:00
La Rusia actual,fue_publicado_en,1906-01-01 00:00:00
La vida parisiense,fue_publicado_en,1993-01-01 00:00:00
Maravillas,fue_publicado_en,1906-01-01 00:00:00
Páginas escogidas,fue_publicado_en,1912-01-01 00:00:00
Por tierras lejanas,fue_publicado_en,1907-01-01 00:00:00
Prosas,fue_publicado_en,1900-01-01 00:00:00
Romerías,fue_publicado_en,1912-01-01 00:00:00
El cuarto libro de las cro nicas,fue_publicado_en,1921-01-01 00:00:00
Primeros estudios cosmopolitas,fue_publicado_en,1920-01-01 00:00:00
Antología,fue_publicado_en,2004-01-01 00:00:00
Cuentos escogidos de los mejores autores castellanos contemporáneos,fue_publicado_en,1900-01-01 00:00:00
De Marsella á Tokio,fue_publicado_en,1900-01-01 00:00:00
Diccionario ideológico para facilitar el trabajo literario y enriquecer el estilo,fue_publicado_en,1925-01-01 00:00:00
El libro de las mujeres,fue_publicado_en,1919-01-01 00:00:00
El quinto libro de las crónicas,fue_publicado_en,1922-01-01 00:00:00
El segundo libro de las mujeres,fue_publicado_en,1921-01-01 00:00:00
El tercer libro de las crónicas,fue_publicado_en,1921-01-01 00:00:00
En las trincheras ..,fue_publicado_en,1921-01-01 00:00:00
En plena bohemia,fue_publicado_en,1999-01-01 00:00:00
Flores de penitencia,fue_publicado_en,1913-01-01 00:00:00
La gesta de la Legión,fue_publicado_en,1918-01-01 00:00:00
La gesta de la Légion,fue_publicado_en,1921-01-01 00:00:00
La mujer y la moda,fue_publicado_en,1920-01-01 00:00:00
La nueva literatura francesa (poesía--novela--teatro--prensa),fue_publicado_en,1927-01-01 00:00:00
La sonrisa de la Esfinge (sensaciones de Egipto) ..,fue_publicado_en,1920-01-01 00:00:00
La vida errante (Oriente),fue_publicado_en,1919-01-01 00:00:00
Nue stra señora de los ojos verdes,fue_publicado_en,1919-01-01 00:00:00
Pequeñas cuestiones palpitantes ..,fue_publicado_en,1910-01-01 00:00:00
"Safo, Friné y otras seductoras",fue_publicado_en,1921-01-01 00:00:00
Tierras mártires,fue_publicado_en,1919-01-01 00:00:00
Vistas de Europa ..,fue_publicado_en,1919-01-01 00:00:00
Whitman y otros crónicas,fue_publicado_en,1954-01-01 00:00:00
De Marsella à Tokio,fue_publicado_en,1910-01-01 00:00:00
"Enrique Gómez Carrillo en el periodismo guatemalteco, siglo XIX",fue_publicado_en,2009-01-01 00:00:00
El alma encantadora de París,fue_publicado_en,1911-01-01 00:00:00
Esquisses,fue_publicado_en,2005-01-01 00:00:00
Cuentos escogidos de los mejores autores franceses contemporáneos,fue_publicado_en,1913-01-01 00:00:00
El evangelio del amor,fue_publicado_en,1967-01-01 00:00:00
Lo mejor de Enrique Gomez Carrillo,fue_publicado_en,1982-01-01 00:00:00
Desfile de visiones,fue_publicado_en,1906-01-01 00:00:00
NOSTALGIAS,fue_publicado_en,1911-01-01 00:00:00
Japón Heroico y Galante,fue_publicado_en,2022-01-01 00:00:00
Bohemia sentimental,fue_publicado_en,1911-01-01 00:00:00
Flores de penitencia ...,fue_publicado_en,1923-01-01 00:00:00
Las 100 [i.e. cien] obras maestras e la literatura universal,fue_publicado_en,1925-01-01 00:00:00
"Almas y cerebros; historias sentimentales, intimidades parisienses, etc",fue_publicado_en,1898-01-01 00:00:00
Obras completas,fue_publicado_en,1919-01-01 00:00:00
Cuentos escogidos de los mejores autores castellanos contemporáneos,fue_publicado_en,1894-01-01 00:00:00
Cultos profanos,fue_publicado_en,1900-01-01 00:00:00
"Del amor, del dolor, y del vicio",fue_publicado_en,1898-01-01 00:00:00
Los Evangelios apócrifos,fue_publicado_en,1913-01-01 00:00:00
Las mujeres de Zola,fue_publicado_en,1900-01-01 00:00:00
Sensaciones de Par©Ưs y de Madrid. --,fue_publicado_en,1900-01-01 00:00:00
El primer libro de las crónicas,fue_publicado_en,1920-01-01 00:00:00
El viajero modernista,fue_publicado_en,2002-01-01 00:00:00
"Enrique Gómez Carrillo en el periodismo guatemalteco, siglo XX",fue_publicado_en,2015-01-01 00:00:00
La esencia del amor,fue_publicado_en,1925-01-01 00:00:00
Club Constitucion Manuel Estrada Cabrera,fue_publicado_en,2018-01-01 00:00:00
Evangelio Del Amor,fue_publicado_en,2014-01-01 00:00:00
"Del amor, del dolor y del vicio",fue_publicado_en,1898-01-01 00:00:00
Modernismo...,fue_publicado_en,2022-01-01 00:00:00
Alma Japonesa,fue_publicado_en,2022-01-01 00:00:00
Evangelio Del Amor (novela),fue_publicado_en,2023-01-01 00:00:00
Vida Parisiense,fue_publicado_en,2014-01-01 00:00:00
"El despertar del alma, treinta an̄os de mi vida",fue_publicado_en,1966-01-01 00:00:00
El encanto de Buenos Aires,fue_publicado_en,1914-01-01 00:00:00
Manuel Estrada Cabrera,fue_publicado_en,1898-01-01 00:00:00
Bohemia Sentimental,fue_publicado_en,1902-01-01 00:00:00
Club Constitución Manuel Estrada Cabrera,fue_publicado_en,1898-01-01 00:00:00
De Marsella a Tokio,fue_publicado_en,2021-01-01 00:00:00
Patria Nostra,fue_publicado_en,2020-01-01 00:00:00
Beso Maldito,fue_publicado_en,2019-01-01 00:00:00
Memorias de un vago ayer,fue_publicado_en,1993-02-01 00:00:00
Crónicas escogidas,fue_publicado_en,2003-01-01 00:00:00
Al azar de los caminos,fue_publicado_en,1959-01-01 00:00:00
Encuentros y desencuentros,fue_publicado_en,1988-01-01 00:00:00
Los hijos de Rosaura,fue_publicado_en,1995-01-01 00:00:00
Rosaura,fue_publicado_en,1980-01-01 00:00:00
Viaje inconcluso,fue_publicado_en,1966-01-01 00:00:00
Rafael Arévalo Martínez,fue_publicado_en,1971-01-01 00:00:00
Emilia,fue_publicado_en,1961-01-01 00:00:00
La doma del bravío,fue_publicado_en,1970-01-01 00:00:00
Evangelina va al campo,fue_publicado_en,1961-01-01 00:00:00
Gente menuda,fue_publicado_en,1948-01-01 00:00:00
Los bigotes de don Chavero,fue_publicado_en,1968-01-01 00:00:00
Caléndulas de Arvilla,fue_publicado_en,1961-01-01 00:00:00
El apóstol de la campanilla,fue_publicado_en,1980-01-01 00:00:00
Saetas místicas,fue_publicado_en,1960-01-01 00:00:00
El uso y abuso de Dios y la Virgen,fue_publicado_en,2013-01-01 00:00:00
Historia de la provincia de San Vicente de Chiapa y Guatemala de la orden de Predicadores,fue_publicado_en,1929-01-01 00:00:00
"Regles de Bona Criança, en Menjar, Beure y Servir Á Taula Tretes de lo Terç Del Crestiá Del P. M. Fr. Francesch Eximenis (Segle Xiv)",fue_publicado_en,2023-01-01 00:00:00
Empiezan las historias del origen de los indios de esta provincia de Guatemala,fue_publicado_en,1700-01-01 00:00:00
Colonia trinitaria de Túnez,fue_publicado_en,1934-01-01 00:00:00
"Primera parte del Tesoro de las lenguas cakchiquel, quiché y Zutuhil, en que las dichas lenguas se traducen a la nuestra, española",fue_publicado_en,1985-01-01 00:00:00
Historia de la provincia de San Vicente de Chiapa y Guatemala,fue_publicado_en,1965-01-01 00:00:00
Historia natural del reino de Guatemala,fue_publicado_en,1967-01-01 00:00:00
Arte de las tres lenguas,fue_publicado_en,1993-01-01 00:00:00
Fray Bartolomé de las Casas en Campeche,fue_publicado_en,1991-01-01 00:00:00
Historia natural del Reino de Guatemala,fue_publicado_en,1967-01-01 00:00:00
Las historias del origen de los indios de esta provincia de Guatemala,fue_publicado_en,1926-01-01 00:00:00
"Escolios a las Historias del origen de los indios, escoliadas por por R.P.F. Francisco Ximénez",fue_publicado_en,1967-01-01 00:00:00
Historia de la provincia de San Vicente de Chiapa y Guatemala de la Orden de Predicadores,fue_publicado_en,1929-01-01 00:00:00
Popol Vuh,fue_publicado_en,2017-01-01 00:00:00
Las historias del origen de los indios de esta Provincia de Guatemala,fue_publicado_en,1857-01-01 00:00:00
Las historias del origen de los Indios de esta provincia de Guatemala,fue_publicado_en,1857-01-01 00:00:00
Quatro libros,fue_publicado_en,1615-01-01 00:00:00
"Ex[celentisi]mo señor. Fray Francisco Ximenez diffinidor de la Orden de San Augustin desta prouincia del Santo Nombre de Iesus, y en nombre della; y de la sagrada Orden de Santo Domingo desta prouincia de Mexico ..",fue_publicado_en,1650-01-01 00:00:00
Popol vuh,fue_publicado_en,1973-01-01 00:00:00
Pop wuj,fue_publicado_en,1979-01-01 00:00:00
"Obra de agricultura copilada de diversos auctores, de mandado del muy illustrey reverendissimo señor el cardenal de España arcobispo [Francisco Ximenez] de Toledo",fue_publicado_en,1513-01-01 00:00:00
"Descripcion Del Real Monasterio de San Lorenzo Del Escorial : Su Magnifico Templo, Panteon, y Palacio : Compendiada de la Descripcion Antigua, y Exornada con Nuevas Vistosas láminas de Su Planta y Montéa",fue_publicado_en,2023-01-01 00:00:00
Antigua Guatemala,fue_publicado_en,1943-01-01 00:00:00
Passo riguroso del Iordan de la muerte,fue_publicado_en,1665-01-01 00:00:00
El Miguel Angel Asturias que yo conocí,fue_publicado_en,1980-01-01 00:00:00
El señor de Xibalbay,fue_publicado_en,1982-01-01 00:00:00
La adorable signorina Wanda,fue_publicado_en,1983-01-01 00:00:00
"Balaguer--, anecdotario de humor político",fue_publicado_en,2000-01-01 00:00:00
"Paradojas, Dualidades y Contradicciones Argentinas",fue_publicado_en,2004-01-01 00:00:00
"Trayectoria, futuro y valor del sector rural argentino",fue_publicado_en,2007-01-01 00:00:00
Familias y Redes Sociales,fue_publicado_en,2022-01-01 00:00:00
Los 12,fue_publicado_en,2018-01-01 00:00:00
Cuerpo Propio,fue_publicado_en,2019-01-01 00:00:00
Las voces de la memoria,fue_publicado_en,1999-01-01 00:00:00
Teatro national,fue_publicado_en,1999-01-01 00:00:00
La semilla del fuego,fue_publicado_en,1976-01-01 00:00:00
Operación Iscariote,fue_publicado_en,1989-01-01 00:00:00
Razones para la cólera,fue_publicado_en,1991-01-01 00:00:00
Estrella desterrada,fue_publicado_en,1970-01-01 00:00:00
La llama sangrante,fue_publicado_en,1995-01-01 00:00:00
"Fiesta y Teatro En La Ciudad de Mexico, 1750-1910",fue_publicado_en,2003-01-01 00:00:00
Operación Iscariote,fue_publicado_en,1989-01-01 00:00:00
Razones para la cólera,fue_publicado_en,1991-01-01 00:00:00
Relieves en el sueño,fue_publicado_en,1946-01-01 00:00:00
La selva El Ocote,fue_publicado_en,1988-01-01 00:00:00
Mujeres que escriben poesía,fue_publicado_en,1996-01-01 00:00:00
Fronteras circenses,fue_publicado_en,2012-01-01 00:00:00
Manual de comunicación lingüística,fue_publicado_en,1968-01-01 00:00:00
Historia de la literatura guatemalteca,fue_publicado_en,1981-01-01 00:00:00
Poesía centroamericana posmodernista y de vanguardia,fue_publicado_en,1994-01-01 00:00:00
Poesía contemporánea de la América Central,fue_publicado_en,1995-01-01 00:00:00
Antología de narrativa hispanoamericana,fue_publicado_en,1980-01-01 00:00:00
La novela de Asturias,fue_publicado_en,1975-01-01 00:00:00
Itinerario de Asturias,fue_publicado_en,2008-01-01 00:00:00
Cuentistas guatemaltecos olvidados,fue_publicado_en,2008-01-01 00:00:00
Estudios sobre literatura guatemalteca,fue_publicado_en,1973-01-01 00:00:00
Desde lejos y otros cuentos,fue_publicado_en,1996-01-01 00:00:00
Diccionario de autores guatemaltecos,fue_publicado_en,1984-01-01 00:00:00
Grandes momentos de la literatura guatemalteca,fue_publicado_en,1983-01-01 00:00:00
Tish,fue_publicado_en,1991-01-01 00:00:00
Ida y vuelta,fue_publicado_en,2004-01-01 00:00:00
"Estudios literarios, 1965-1977",fue_publicado_en,1978-01-01 00:00:00
"Landívar, Virgilio y la religión",fue_publicado_en,1985-01-01 00:00:00
"Para comprender ""El señor presidente""",fue_publicado_en,1972-01-01 00:00:00
"Para comprender ""Él señor presidente""",fue_publicado_en,1972-01-01 00:00:00
Reiteraciones (1966-1976),fue_publicado_en,1977-01-01 00:00:00
